seq,tracklet_key,video,camera,start_frame,end_frame,n_dets,avg_conf,predicted_global_id,component_label,component_size,prediction_confidence,decision_status,component_internal_edges,component_internal_prob_median,component_internal_score_median,component_external_prob_max,component_margin_prob
378,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:203:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,23924,23969,24,0.568158,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
379,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:204:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,23956,24038,27,0.493804,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
380,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:205:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,23976,24128,141,0.589657,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
381,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:206:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,23981,24094,68,0.657025,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
382,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:207:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,23995,24017,21,0.756382,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
383,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:208:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24030,24139,86,0.814373,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
384,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:209:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24045,24212,167,0.677623,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
385,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:20:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9744,9775,31,0.330129,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
386,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:210:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24112,24165,43,0.578964,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
387,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:211:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24135,24434,296,0.809486,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
388,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:212:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24165,24385,169,0.741934,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
389,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:213:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24187,24256,67,0.625154,96000040,37,37,0.7,forced_component,0,0.0,0.0,0.0,0.0
390,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:214:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24195,24321,76,0.623718,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
391,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:215:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24360,24399,17,0.578821,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
392,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:216:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24397,24696,255,0.474457,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
393,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:217:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24435,24446,12,0.79091,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
394,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:218:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24494,24532,39,0.793728,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
395,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:219:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24532,24731,170,0.843457,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
396,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:21:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9757,9761,5,0.621054,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
397,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:220:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24688,24987,292,0.85886,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
398,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:221:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24697,24996,300,0.836287,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
399,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:222:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24707,24883,175,0.748256,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
400,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:223:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24741,25040,300,0.857499,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
401,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:224:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24860,25159,300,0.785699,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
402,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:225:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24988,25287,300,0.834568,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
403,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:226:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,24997,25296,300,0.839682,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
404,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:227:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25041,25286,224,0.543771,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
405,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:228:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25160,25334,164,0.742267,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
406,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:229:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25288,25471,183,0.783698,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
408,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:230:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25297,25596,297,0.772942,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
409,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:231:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25310,25609,287,0.584364,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
410,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:232:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25561,25860,259,0.673739,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
411,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:233:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25587,25665,65,0.657742,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
412,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:234:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25597,25896,300,0.804639,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
413,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:235:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25600,25683,51,0.307481,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
414,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:236:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25610,25909,300,0.873711,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
415,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:237:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25627,25829,172,0.661461,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
416,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:238:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25668,25965,282,0.651015,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
417,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:239:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25704,26003,300,0.81426,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
418,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:23:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9879,9886,7,0.493312,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
419,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:240:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25769,26068,270,0.873399,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
420,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:241:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25813,25883,50,0.273613,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
421,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:242:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25817,26116,286,0.736974,960000200,80,20,0.7,forced_component,0,0.0,0.0,0.0,0.0
423,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:244:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25861,26070,209,0.755778,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
424,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:245:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25897,26120,213,0.763054,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
425,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:246:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,25910,26209,300,0.903929,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
426,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:247:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26004,26303,300,0.828558,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
427,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:248:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26069,26126,37,0.778305,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
428,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:249:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26070,26369,263,0.78783,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
429,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:24:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9880,10179,296,0.822063,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
430,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:250:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26093,26305,186,0.864505,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
431,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:251:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26117,26416,300,0.796512,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
432,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:252:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26155,26218,43,0.529985,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
433,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:253:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26210,26509,300,0.863669,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
434,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:254:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26278,26364,59,0.869832,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
435,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:255:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26304,26454,142,0.745925,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
436,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:256:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26336,26635,300,0.759805,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
437,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:257:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26370,26388,19,0.501876,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
438,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:258:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26417,26716,300,0.899199,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
439,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:259:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26510,26769,260,0.817504,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
440,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:25:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9939,10238,300,0.802726,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
441,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:260:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26520,26819,297,0.60061,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
442,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:261:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26636,26740,105,0.820399,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
443,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:262:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26717,27016,300,0.905305,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
444,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:263:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26764,27063,300,0.814881,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
445,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:264:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26770,27069,298,0.663804,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
446,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:265:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26820,27119,285,0.734025,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
448,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:267:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27017,27316,300,0.81435,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
449,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:268:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27064,27101,34,0.83019,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
450,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:269:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27070,27369,299,0.851275,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
451,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:26:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9948,10006,58,0.439771,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
453,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:271:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27120,27136,16,0.857869,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
454,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:272:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27134,27427,274,0.853268,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
455,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:273:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27317,27485,169,0.848986,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
456,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:274:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27370,27669,300,0.852118,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
457,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:275:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27373,27672,283,0.829363,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
458,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:276:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27384,27475,92,0.697905,96000041,38,49,0.7,forced_component,0,0.0,0.0,0.0,0.0
459,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:277:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27457,27756,285,0.57582,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
460,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:278:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27670,27882,212,0.776021,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
461,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:279:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27673,27808,136,0.87782,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
462,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:27:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,9976,10275,300,0.875515,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
463,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:280:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27698,27989,289,0.7465,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
465,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:282:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27757,27966,209,0.875973,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
467,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:284:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27822,27924,102,0.823594,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
468,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:285:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27915,28168,253,0.663754,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
469,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:286:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27923,28104,180,0.699345,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
471,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:288:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27932,28191,237,0.731924,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
472,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:289:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,27986,28011,26,0.576257,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
473,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:28:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10056,10355,300,0.876991,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
474,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:290:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28048,28347,263,0.831124,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
475,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:291:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28104,28139,35,0.738864,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
476,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:292:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28156,28222,49,0.824644,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
477,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:293:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28177,28394,212,0.585977,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
478,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:294:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28264,28321,57,0.789942,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
479,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:295:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28328,28566,171,0.735788,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
480,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:296:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28348,28647,182,0.756121,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
481,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:297:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28378,28522,132,0.880187,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
482,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:298:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,28648,32219,56,0.838459,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
483,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:299:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32220,32335,116,0.829525,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
484,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:29:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10064,10103,32,0.611308,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
485,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:2:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,6844,6858,9,0.467215,96000042,39,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
486,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:300:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32354,32471,118,0.834975,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
487,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:301:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32492,32630,139,0.879797,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
488,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:302:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32613,32629,17,0.764849,960000350,86,161,0.7,forced_component,0,0.0,0.0,0.0,0.0
489,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:303:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32629,32763,135,0.838019,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
490,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:304:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32644,32654,11,0.756629,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
491,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:305:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32654,32766,113,0.852051,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
492,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:306:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32696,33719,170,0.780359,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
493,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:307:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32711,32848,126,0.764221,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
494,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:308:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32763,32770,8,0.80656,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
495,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:309:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,32808,32827,18,0.6181,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
496,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:30:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10180,10479,300,0.876602,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
498,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:311:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33720,33808,89,0.791066,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
499,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:312:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33759,33843,85,0.804545,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
500,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:313:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33832,33966,135,0.80358,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
